,index,assessment,tags,text,trend_id_res0,trend_id_res1,trend_id_res2,trend_id_res3,trend_id_res4,trend_id_res5,trend_id_res6,trend_id_res7,trend_id_res8,trend_id_res9,trend_id_res10,trend_id_res11,trend_id_res12,trend_id_res13,trend_id_res14,trend_id_res15,trend_id_res16,trend_id_res17,trend_id_res18,trend_id_res19,trend_id_res20,trend_id_res21,trend_id_res22,trend_id_res23,trend_id_res24,trend_id_res25,trend_id_res26,trend_id_res27,trend_id_res28,trend_id_res29,trend_id_res30,trend_id_res31,trend_id_res32,trend_id_res33,trend_id_res34,trend_id_res35,trend_id_res36,trend_id_res37,trend_id_res38,trend_id_res39,trend_id_res40,trend_id_res41,trend_id_res42,trend_id_res43,trend_id_res44,trend_id_res45,trend_id_res46,trend_id_res47,trend_id_res48,trend_id_res49
7309,9054,0.0,"{DELIVERY,SUPPORT,PRICE}",Тех поддержка нулевая. Курьеры постоянно опаздывают.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7310,26155,0.0,"{PRODUCTS_QUALITY,SUPPORT}",Не вернули деньги за просроченный товар(хотя обещали возврат ). С поддержкой не удобно связываться .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7311,1989,0.0,"{DELIVERY,SUPPORT}","Каждый раз какие-то проблемы с курьерами, хотя хаб самоката от моего дома в двух минутах. Было бы круто если бы была карта и было понятно где находится курьер. И писать реальное время …",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7313,24794,1.0,"{PRICE,DELIVERY,SUPPORT}","Сами знаете.количество обращений в поддержку говорит само за себя.время доставки и поддержка,темболее!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7315,23855,2.0,{DELIVERY},Очень долго,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7318,15603,4.0,"{PRODUCTS_QUALITY,DELIVERY}","Кексы привозят месячной давности. Указана доставка [NUM] минут, но последний раз такое было год назад. Среднее время доставки минут [NUM]-час (при любой сборке)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7320,20514,4.0,{DELIVERY},"Пожалуйста, не звоните в домофон или дверь, если в заказе отмечено «оставить у двери»",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7321,23436,0.0,{DELIVERY},"Вечные задержки,еду доставляется по [NUM] минут",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7322,22829,1.0,"{DELIVERY,SUPPORT,PRICE}",Часто проявляется не клиентоориентированность,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7323,14285,3.0,"{PROMOTIONS,PRICE,PAYMENT}","Привозят иногда продукты с плесенью , а так в целом [NUM]/[NUM]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7324,6972,0.0,{DELIVERY},"Ребят. Пишите реальные сроки доставки. А то даркстор ваш находится в [NUM] минутах пешком от дома, а доставляете за [NUM] минут, вместо обещанных [NUM]. Уже не первый раз такое",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7325,5,6.0,"{CATALOG_NAVIGATION,PROMOTIONS,DELIVERY,PAYMENT}",Всё нормально,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7326,21797,6.0,"{ASSORTMENT,PRODUCTS_QUALITY}","Заказываю часто готовую еду , из раздела завтрак, обед и ужин . Ассортимент не меняется. Приходится искать альтернативы (например Яндекс лавка)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7328,539,3.0,"{PRODUCTS_QUALITY,PRICE,PROMOTIONS}","Очень дорого,но иногда правда лень идти в магазин. Товары фирмы самокат в большинстве своем плохие… и это пздц грустно..",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7329,20531,4.0,{DELIVERY},очень долго всегда доставка,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7330,9510,2.0,"{PRICE,ASSORTMENT,PROMOTIONS}","Курьеры не звонят и не предлагают альтернативу, если что-то уже раскупили.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7331,9056,3.0,{DELIVERY},"Самокат очень испортился в нашем районе, заказы приходится ждать по [NUM]-[NUM] минут, из пятерочки и магнита деливери быстрей привозит. Хотя сам сервис перспективный, собственная продукция обалденная, но доставка стала ужасной.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7333,6729,2.0,"{DELIVERY,SUPPORT,PRODUCTS_QUALITY,ASSORTMENT}",Очень долгая доставка...,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7334,23500,0.0,{DELIVERY},"Очень долго, пишете [NUM] минут, а доставляете за час",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7336,2810,4.0,"{DELIVERY,PRICE,ASSORTMENT}",Зачем вы говорить о [NUM] минутах если это не так?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7337,22613,4.0,"{DELIVERY,PRODUCTS_QUALITY,ASSORTMENT}",Курьер долго едет,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7338,25599,6.0,"{PRODUCTS_QUALITY,ASSORTMENT,PROMOTIONS}","Совсем не следите за свежестью овощей фруктов и ягод и сколько бы раз я не просила о проверки условий хранения, все остаётся как раньше…",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7341,10905,4.0,"{ASSORTMENT,PRICE,DELIVERY}","Нанять побольше курьеров, долгая доставка.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7343,16149,6.0,"{PRODUCTS_QUALITY,DELIVERY,CATALOG_NAVIGATION}","В целом неплохо, есть нюансы. Заказывала как-то творог козий, внутри просто йогурт, от вашей продукции, указывайте тогда, что это творожная масса. Также его привезли в [NUM]:[NUM] за несколько часов до выхода срока годности. И еще много похож моментов с едой",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7344,24774,6.0,"{PRICE,DELIVERY,PROMOTIONS,ASSORTMENT}","Не нравится, что цена, от которой стартует возможность заказа всегда разная. Когда набираешь продуктов на [NUM] рублей, а заказать их можно, когда корзина будет на [NUM]₽",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7345,18000,6.0,"{DELIVERY,PRICE,PROMOTIONS}","нормальный онлайн магазин,есть небольшие недостатки но в целом все хорошо",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7349,26189,0.0,{PRODUCTS_QUALITY},Товар не свежий,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7350,21082,6.0,"{ASSORTMENT,PRICE,PROMOTIONS,DELIVERY}",.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7353,24574,3.0,"{PRICE,ASSORTMENT,PROMOTIONS,PRODUCTS_QUALITY}","Быстрая доставка это плюс, и всë на этом",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7356,110,4.0,"{DELIVERY,SUPPORT}",Ужасная доставка. Доставили за [NUM] минут.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7358,16473,6.0,"{PRODUCTS_QUALITY,ASSORTMENT,PROMOTIONS}","Суть сервиса нравится , но качество зависит от конкретного магазина. В одном районе города все прекрасно и качественно , в другом постоянные проблемы и приходится регулярно обращаться в поддержку из-за просрочки или некачественного товара.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7359,10961,3.0,"{PRODUCTS_QUALITY,ASSORTMENT,PRICE,PROMOTIONS,SUPPORT}","Хороший сервис,но поддержка отвечает очень долго,качество продуктов бывает плохое,поддержке невозможно доказать что какой-то из продуктов испорченный,чтобы вернуть деньги.К плюсам можно отнести скорость доставки и ассортимент",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7360,389,2.0,"{PRODUCTS_QUALITY,ASSORTMENT,PAYMENT,PROMOTIONS,PRICE,DELIVERY,SUPPORT,CATALOG_NAVIGATION}",Качество продуктов стало хуже чем было раньше,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7361,26204,0.0,{PRODUCTS_QUALITY},Привезли только что тухлые блины,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7362,23893,3.0,{DELIVERY},Я жду свой заказ уже не первый раз гораздо больше [NUM] минут,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7366,12946,3.0,{DELIVERY},Заявлено одно время фактически доставку произвели на много позже,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7367,26426,4.0,{PRODUCTS_QUALITY},"Сколько раз заказывала мясо(охлажденка) всегда привозили испорченный продукт,который летел в помойку. Вздутые упаковки,мясо склизкое,ну и от этого естественно запах на всю квартиру.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7368,16940,2.0,{DELIVERY},Долго,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7369,63,3.0,"{DELIVERY,ASSORTMENT,PRODUCTS_QUALITY}","Очень долгая доставка,последние два раза по часу с лишним",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7372,19327,4.0,"{ASSORTMENT,DELIVERY,SUPPORT}","Из всех когда-либо используемых сервисов доставки, в Самокате больше всего проблем с курьерами, а именно - подкаты к девушкам. Это и скудность ассортимента заставляют выбирать аналоги. Если я одна дома - всегда с переплатой лучше закажу лавку - безопаснее",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7373,9814,4.0,"{ASSORTMENT,PROMOTIONS,PAYMENT,DELIVERY}","Всё хорошо, есть один минус – очень удобное меню. Начинаешь что-то искать, посмотрел уже все разделы и так и не нашел",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7374,14381,6.0,"{DELIVERY,ASSORTMENT,PROMOTIONS}","Сервис очень удобен, по времени стали запоздывать. Было бы неплохо расширить ассортимент по бытовым товарам, детским вещам и возможно лекарствам без рецепта",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7375,17052,4.0,{DELIVERY},Очень долго доставляют иногда до [NUM]мин,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7376,1976,3.0,{DELIVERY},Задерживают заказ и цены высокие,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7377,20438,1.0,{DELIVERY},Доставка стала занимать от [NUM] до [NUM] минут. Хотя раньше доставляли за [NUM]-[NUM].,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7378,21479,0.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,PROMOTIONS,CATALOG_NAVIGATION,PAYMENT,DELIVERY,SUPPORT}",Комеа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7379,17817,6.0,"{ASSORTMENT,PRICE,PROMOTIONS,PRODUCTS_QUALITY}","Было бы гораздо удобнее, если бы можно было отслеживать курьера когда он в пути, как у Яндекса)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7381,16334,0.0,"{ASSORTMENT,PRICE,PROMOTIONS}",Всё ок,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7382,22468,0.0,"{DELIVERY,PRICE,ASSORTMENT}","Избранный ассортимент, ток свое или дорогой бренд. Долгая доставка",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7383,6194,2.0,"{PROMOTIONS,PRICE}",???,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7385,26789,6.0,"{SUPPORT,DELIVERY,ASSORTMENT}","Думаю,что должны делать подарок к заказу, если опаздываете !!! Мало того, что вы повышаете минимальную сумму, так вы еще и задерживаетесь ! Вы сервис доставки за [NUM] минут ! ВЫ САМИ СЕБЯ ТАК ПОЗИЦИОНИРУЕТЕ ! Тогда давайте купоны при задержке, почему [NUM] мин",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7386,1320,6.0,"{PROMOTIONS,ASSORTMENT,PRODUCTS_QUALITY}","быстро , но мало",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7392,25744,1.0,"{PRODUCTS_QUALITY,DELIVERY,SUPPORT}","Все довольно не совсем плохо , но часто заказы задерживаются и овощи приезжают не свежими",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7394,21229,6.0,"{ASSORTMENT,PRICE,PROMOTIONS}","Все замечательно, но не нравится то, что постоянно высокая сумма заказа",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7395,21446,1.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,DELIVERY}",Я о вас не думаю,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7400,25690,6.0,"{PRODUCTS_QUALITY,CATALOG_NAVIGATION}","В целом хорошо, но иногда могут привезти испорченную продукцию",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7401,19645,6.0,"{ASSORTMENT,DELIVERY,PRODUCTS_QUALITY,PROMOTIONS,SUPPORT}","очень редко при заказе фруктов получаю качественные продукты, то меньше по заявленным граммовкам (не +-[NUM] грамм а больше), зеленые фрукты либо гниловатые приезжают. Если идет отмена товара, клиента не предупреждают и не предлагают замену. естьбольшезамеча",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7402,10440,2.0,{DELIVERY},Медленно,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7404,24783,2.0,"{PRICE,DELIVERY,SUPPORT,PRODUCTS_QUALITY}",Цены подняли слишком сильно,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7405,19750,3.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,DELIVERY,SUPPORT}",Привозите свежие продукты. И хотелось бы вежливых курьеров. Даже не здороваются в ответ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7407,21724,6.0,"{ASSORTMENT,PRODUCTS_QUALITY,PROMOTIONS}","Доставка быстрая, все удобно, но очень маленький ассортимент , цены на многое немного завышены",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7409,20847,6.0,"{ASSORTMENT,PRICE,CATALOG_NAVIGATION,DELIVERY}","Лагает приложение, немного неудобное в поиске продуктов, последнее время все заказы приходят либо в последнюю секунду, либо опаздывают. Цены очень выросли",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7410,11984,3.0,"{SUPPORT,PROMOTIONS}",Ничего хорошего. Мошенники. Пропадают обещенные скидки [NUM] р на [NUM] заказа.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7411,17141,4.0,"{PRICE,DELIVERY,PROMOTIONS,SUPPORT}",Курьер,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7414,21494,0.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,PROMOTIONS,CATALOG_NAVIGATION,PAYMENT,DELIVERY,SUPPORT}",Вы постоянно опаздываете с доставкой на,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7415,6485,2.0,{DELIVERY},Очень долго собирается заказ и доставка,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7417,21255,3.0,"{ASSORTMENT,PRICE,SUPPORT,DELIVERY}",Полное отсутствие лояльности к клиентам,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7418,20398,4.0,{DELIVERY},"Ранее у вас была доставка [NUM] мин,сейчас же только заказ могут собирать минут по [NUM] и заказ везут дольше.тогда уберите рекламу что доставляете за [NUM] мин",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7420,3965,2.0,"{DELIVERY,PRICE,ASSORTMENT,PROMOTIONS}","Все классно,нравится пользоваться но огромный минут курьеры задерживаются,и хотелось бы пониже сумму от которой можно заказать",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7422,14172,6.0,"{DELIVERY,PROMOTIONS,PRODUCTS_QUALITY,SUPPORT}",Очень долгая доставка в последнее время,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7425,23986,3.0,{DELIVERY},Очень долго второй раз заказ ждём больше часа🙈,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7429,20646,6.0,"{ASSORTMENT,CATALOG_NAVIGATION,PROMOTIONS}","Хорошо, но можно доработать)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7430,25025,4.0,"{PRICE,PROMOTIONS,ASSORTMENT}","Раньше цены были ниже, сейчас даже на товары которые по акции цена выше чем в магазине",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7433,20638,6.0,"{ASSORTMENT,CATALOG_NAVIGATION,PRICE}",Удобно и быстро,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7436,22745,6.0,"{DELIVERY,PROMOTIONS}",Часто требуют большую сумму заказа. Не всегда охота из-за одного молока набирать на [NUM] руб,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7437,22646,1.0,"{DELIVERY,PRODUCTS_QUALITY}","Не знаю от чего это зависит. Но бывает когда заказываешь доставку, мало того что она вся побитая, помятая, придет! Так еще и продукты просроченные.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7442,23750,2.0,{DELIVERY},Постоянное ожидание ~[NUM].[NUM] часа,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7443,26344,2.0,{PRODUCTS_QUALITY},Чеснок плохого качества,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
