index,target
15599,16
2370,0 35
26435,27
23609,2
16714,16
214,1
24021,2 3
13108,2 4
21534,
23822,2
807,2 12
24689,28
20654,28
21612,11 12 28
24474,20
4326,16
20880,12
17779,19
21855,18 28
20892,12 36
25666,47
21475,18
19281,
20935,28
2704,20
18186,28
5563,31 35
21091,30
6137,12
18287,28
13281,
26571,22 28
10398,0 8 10
23028,0 30
14804,0
11044,11
16068,0
25331,8 12
26818,0 30
26603,19
19646,16
20601,2 4
20680,28 29
15015,
23610,2
25699,0
22185,12
23644,1 3
24973,1 12
543,
13777,
10870,16
9459,14
14120,12
22544,0
23787,16
15245,19
24262,1 2
465,27
2588,12 23 28
11944,2
16294,2
18501,1
21324,12 36
21017,30
21057,1 12
25003,23 28
2813,16 33
22780,12
26660,0
25897,0 12
21364,0 16
22447,10
2706,28
25492,8
23771,
18511,19
4436,20
2720,19
14686,27
19904,
18618,2 3 30
15224,28 47
18107,19
21823,36
26224,27 40
23234,0
5724,29
26178,11
22769,3 30
19848,1
13751,27
26602,0 12
2024,
20895,30
21728,27
2488,20
11363,12 28
8104,12 27
26059,27 40
14777,
5594,1
13235,3
21843,1 29
19575,0
20511,1
1770,0 3
26339,40
22477,0 2
2599,0 8 36
21773,11 28
20725,3 36
23179,2 30
22674,1 2
25854,19
6676,8 10
24945,12
26206,27
22352,2
2195,2
25536,
9476,1 12
18653,2
9920,12 28 30
23755,1 27
12197,0 2
22536,16 33
26359,27 40
8592,
25334,12
1622,1 27
24673,12 28
7786,2
691,1 6
21050,20
23433,2
23548,16
16464,21
14973,1 3 8
26372,15 27
23159,0 2 30
1575,
5523,2 33
25150,
25973,27 40
25190,12 27
6719,0 28
20961,19
20896,3 12 28
1271,8 12
27,0 2 4
23870,0 8
2854,0 4 5
1707,12
21829,1 8
325,
12696,1 12 27
26562,28
13167,0 30
20780,1
21910,28
8075,3
25289,8
5528,16
23288,
24543,2 28
22888,16
185,0
6679,0
20742,21
22095,
25405,12
13,27
6431,3
22409,20
23848,2 35
7993,3 4
24577,27
10863,12
1108,1 27 30
24912,19
8242,19
6908,1 2
22859,1 30
4267,2 28 30
25584,27
21597,12 28
25399,
12133,0 27
21857,0
3422,0
23145,30
22927,0
14136,44
26906,27
478,8 10 12 28
19161,0 30
23656,
21261,28 29
359,
22002,28
12349,3
20532,0 2 36
24390,19
21162,27 48
24988,2 12
21896,
13062,0 30
3140,0
21402,27
18814,8 10
24660,12
23817,2
16414,
224,12 30
20864,12
21041,0 1 12
355,20
24190,2 4
19560,0
4960,19
26031,27
23705,19
21691,19
3859,1
358,11
26556,0 35
20914,8 10
10461,28
19323,5 30
20661,1 36
26194,15
10893,16
2390,19
25586,
22331,1
3151,2
20526,3
16478,30
22449,8 10
2802,1 35
24039,2 4
23983,
5380,11
2320,0 30
11565,1 35
14508,0
3994,0
21194,12 28
18412,2 3
3146,2 3
402,4 5
13761,19
24512,
67,12
10924,21
15309,0 2
11099,4 5
25223,28
5536,30
837,0 2
21377,0 1
6919,2
19129,8 10
26353,27
4395,18
15643,
25401,19
11244,28
2356,12 43
21336,18
21727,20
16305,
26007,30
9749,6
12111,
19414,18
21714,28
7305,3 30
24130,1
24705,41 47
13742,12 43
6564,0 36
22414,39
22401,16 30
15589,1 27
14452,21
15405,27
17039,12 43
14868,0 28
16114,3 12 36
12999,0
12261,19
16771,16
13735,1 28
3847,27 29
2777,12
5303,0
10077,28 36
1783,1 27
16348,18 20
4558,0 2
6497,
3045,
1488,12
20871,28
13985,30
12318,28
20859,19 30
22632,1 8 36
3059,12
24362,19
21707,
10104,12 28
7880,12 30 36
18442,16
25620,27 40
11541,37
7757,1 2
1,0 12
9514,1
26994,16 33
24709,
21747,21
4535,
10075,18
21652,27 30
20767,0 8
15655,1 35
25606,21
26207,
375,0 2 12
11286,21
1999,28
2323,2
2934,
225,22
21080,12
4860,8 10
25982,21
684,19
9490,0
561,27
24208,3 33
11729,2 27
17155,
25466,12
23875,0
15307,1 2
26414,40
8608,28
22308,2
1717,0
2922,0
18980,28
7573,0 12
21875,8 10
24161,2
8658,0 3
21615,27
20905,
6761,18
645,0 30
15561,36
25701,11 12
22975,0
22275,0 38
22492,0 27
22190,
20972,28
9518,0
25967,19
9656,0 2 30
9453,28
2372,10
17559,28 30
22939,16 33 38
8522,1 8 28 36
15381,19
2046,0
253,18
5581,12
22381,0
6352,2
24427,19
24830,1 12
25969,12 27
2992,3
26026,27
21366,3 28
20038,0
21937,28 36
22389,27
9909,4 5
26600,12
13075,2 3 4 36
4854,
2343,
25883,11 12
21008,12 28
4777,
14853,11
630,2 14
22502,1
20468,11
22588,
25898,19
24599,7
4023,2
26403,27
10296,0 12
25044,19
137,20
9621,
22934,21
20748,28
24607,19
19627,21
24900,8
23947,1
18056,2
20334,13 30
7605,27
815,11
14021,12
11818,0 1
24723,20
15826,1
21832,
24986,10
6704,28
1455,19 20
972,12
16842,1 30
26247,27
22063,18
8174,12 36
23919,1
24855,0
1354,1
16216,27
17745,2 3
20473,0
2366,19 20
25521,12 43
7835,2
24359,
23091,38
14489,2
25961,
10993,2 12 23
260,
20721,1 3
10650,2 30
8373,23 28
4338,14
10574,
25624,11
14260,15
5294,3
10228,28
5327,1 2
3111,2
20835,28 48
12218,0
18508,
23081,0
26069,11 27
8958,18
23696,0
23125,0 30 36
20977,27 28 43
17881,30 33
14678,8 10
20536,2 3
16448,16
23112,0 16
23903,1
10844,2
1577,3 8 12
14079,12
4797,
25514,
14993,8
4490,1 2
1469,1
18946,0
25860,20
13993,12 28
24610,12
22350,2 36
40,0
24032,30
9620,2 12
23588,
2950,0 12
22290,0 4 5
25249,
6290,0 2
26286,27
2665,19
21066,28
23739,0 1
12324,11
21563,2 27
21225,12
21693,12 27
23826,3
22471,
12173,19
14245,
23854,1
103,20
8235,18
6329,12
21424,19
269,0 36
6522,0 35
14801,18
23388,0 2
24009,1 35
27008,18
10020,19
4995,0 2
19743,8 10
11550,0 2 30
24969,11 12
16719,11
17963,27 30
22902,2 30
6664,0 30
22086,
5883,19 20
202,0 14
1842,2 3
553,0 30
5571,12
21047,8 12 28
17565,
6616,12
4199,1
26523,11
23129,1
22515,12
26721,8
16688,12 28
12362,30
25264,19
18238,18 20
20701,1 36
22092,19
5980,0 2
7246,2
147,18 28 43
24763,8
5007,2 27
10773,30
24650,12
21758,27
11864,48
22359,0
23568,2
4260,
22030,28
21192,21
3983,
24742,20
21129,12
11769,0
26640,18
26065,30
6446,20
24693,
20454,2
15606,0 12 30
10216,19
2747,0
21600,19
25954,11
24735,0 12
11761,1 2
4319,12 30
23261,0
25598,27 28
6039,0
12382,2 37
3290,0
2289,18 43
25200,8
26278,11 27
23135,1
2712,15
22816,1 14 30
21824,
22574,2
502,1 12
22196,
5667,0 2 12
16328,12 27
22179,
20556,0 12 36
23689,3
23185,0 1 30
970,3 30
1861,1 27
25838,8 36
15413,12 28
25836,2
25041,18
21478,19
20493,5
6618,40
24630,2
22388,1 12
25737,0 27 30
22567,2 4
22667,16
14965,3
16355,12 43
22158,42
17276,12
25913,0 2
26550,20
21820,23 28
21634,
22642,3 16 27 38
3628,19 21
696,21
15679,2 3
26205,40
23853,0
23963,2
23904,1 2 3
26843,4
8,2
20781,2
17080,0
23953,3
22711,1 8
14376,10
21851,36
6990,0 12 36
22340,0 35
16969,28
13629,2
20951,0
50,
23214,0 4
24654,23 28
14220,0
3010,27
23531,
19090,8
26135,16
16689,1
13981,28
9455,19
10594,10 28
7217,0
4136,12 14
14057,3 8 10
6999,
14859,0 1 2 28 36
3330,19
15563,12 28
22010,18
7876,12
5803,0
22070,28
21079,1 37
22830,30
25953,0 12 27
18396,15 28
10611,30
22120,19
25885,12
15066,10
21463,48
19630,8 12
17686,
26971,30
4461,27
20429,1 2
23718,
23334,16
23282,2
16685,12 28
15670,
26183,11
26450,
22686,19
247,2
26432,27
25143,30
8591,0
23925,2 3 4
25488,12
20918,2
26894,30
25832,27
9408,19
25368,8
11034,21
24566,10
21060,2 4
19656,2
24584,18
22499,0
25462,12
21974,18
25176,18
1546,13 31
24361,19
13519,1
16833,8
21361,3 27
23565,3
11202,28
17829,27 40
7069,27
21434,2
5419,16 33
26348,40
16528,27 30
8702,0
16298,3 27
2242,0
23076,0
20187,12
26913,11
854,0 12
783,30
8085,12 23
6550,2
3716,0
23598,
26814,1
3871,19
3689,12 28
514,
20651,28
22901,0 36
4945,3
8077,27 30
8181,12
24602,21
243,12 36
25755,0 14 15 27
26923,30
4935,0
26691,12
7152,0
20303,12
20186,0 12
21281,3 12 28
26719,4
22177,
26771,11
18572,4
16197,2
25402,19
7424,
24690,12
24522,19
22197,
1731,0 8
12963,0 30
12655,0
10889,12
7824,27 28
21243,12 28
13731,19
22227,3 28
25944,18
11441,12
1077,14 27
17614,19 20
23396,27
5295,0 3 4
16018,12
12911,28
4444,0 27
25328,12
8937,1
21425,27
20046,0 2
19167,8
1768,2 14
6243,8 10
24280,
20659,18
4804,28
21704,19 20
10818,2
18760,0 12 36
4334,2 30 37
12325,12 28
191,19
14716,2 8
14599,28
15565,0
3976,0 28
26277,11
324,0 15
15919,8
23767,0 4
15008,8 12
17180,16
4318,3 30
23991,0
27032,18
22511,0 12 28
6152,0
20739,
624,19 20
6903,2
21603,27
24317,1
3115,0
11657,12
18942,19
8604,12
7815,
23343,
22098,19
8325,0 30
8237,19
7727,12 36
26925,
7477,0 27
20639,3
21471,3 37
6940,0
22027,18
266,
27014,18
1352,3 27
22684,27
1376,27
25083,21
8201,1 2 12 36
13784,3 27 30
20386,30
8539,11
8188,27
21064,0 2
24822,2 4
25426,8
24326,27
21900,12 28
1865,1
2202,19
26860,16 30 38
13640,19
6120,16
18065,
25685,27
16643,27
26533,27
20471,2 3
19133,0 3
9509,16
25308,12
26842,16 30 33
319,0 12
11573,18
17566,
13675,16
9694,20
22660,27 30
597,2 12
3342,0 3
136,20
24544,12 23
24601,
12890,4
23218,3
21171,16
15464,12
22868,2
21351,11 30
25708,1 2 27
21578,1
11511,23
25290,
23532,21
19844,19 20
24356,1
9619,
20485,8 10
5051,12 27
23157,0 11 30
17990,12
20446,0
25821,7
15157,1 12
93,2
10687,16
6700,0 2
22490,0 8
26022,27
25819,1 27
11548,36
17536,18
457,30
8183,
26518,27
23544,
21164,28
7581,27
24075,1
24765,12 27
17339,2
15466,3
24711,12
5747,21
23471,0
3118,12 27
1380,28
5289,0
2764,2 30
26452,27
26982,
285,13 16
23052,16 30
2839,0 30
19251,0 12 27
13436,2
23938,
14552,12
13549,3
23141,28
16081,0
2394,0
15650,0
19037,3 29
4125,20
21901,19
24082,0
24477,18
15054,
17362,1 2 12
21356,
7290,2 12 30
1844,27
24589,19
18594,27
22405,1
16357,0 1 12
16539,3 20
24861,20
15587,18
258,0
12916,12 27
23055,2
23323,1 3
12771,0 30
7491,12 36
23563,35
19325,30
664,18
22298,2
26653,12 36
25381,19
18361,12
26558,18 19
18689,0 30
3031,10
20452,
18279,3 14
9218,38
1499,0
23137,35
7127,20
20950,0
25121,2
25270,
26401,27 40
25816,16 27
5331,0 27
22241,1
21699,3
23448,0
2493,28
23650,0
11307,21
1450,11
23514,1
17673,2 8
23403,2
5366,16 27
14533,30
24891,12
5532,27
24982,2
21359,
22724,16
26516,18
20592,2
15895,2
26140,27
23484,
26839,21
291,0 2 27
22141,1 2 11
1883,3
20960,2 3
17747,2
634,2 30
9100,
26784,30
26882,28 30
1307,1 27
12301,14
10586,0 12
26544,0
4272,27
21477,19
303,2 3 27
21399,2
24149,0 2
20434,4
25859,27
20549,0 2
12865,12
26075,1 27
24442,48
2317,12 27
3047,2
344,19
7269,27
26251,27 40
20409,2 3
21726,21
23874,3
5686,11
25765,3 27
24145,0
23220,2 3
23796,0
1158,2
14829,8 10 12
9299,
10010,0 28
20054,12
9686,2 30
23581,2
7267,12
23573,16
22061,28
3063,
23630,1 2
23187,30
17796,18 20
11563,12
3441,0
22198,
26230,40
23195,16
22693,0
21317,28
14865,26
5595,
6188,1 2
25650,27 43
23911,3
6507,2 12 28
3834,12
19434,
2288,19
6037,12
23479,
20943,0 12
23264,0 30
11296,27
2790,28
22349,1
13275,0 8
25098,8 10
21328,27
10448,30
18071,8
21457,0 12 28
24214,18
12260,19
23342,0 27
24554,15
22433,2
21774,27
22907,16 38
24819,
24285,0 2
18403,27
16629,2
11549,0 30
26289,27
22893,16 38
17126,
23275,2
21506,13 27 29
22041,27
9773,19
21311,18
25199,3
24369,19 20
24408,48
7982,19
22578,1
24551,12
384,0 2 36
13989,12
6416,2 3
7682,2 3
1451,0 2
26042,15
25349,12
5313,18
17988,4 5
22299,0
18331,4
12058,0
8602,12 29
1430,2
14520,2
20316,16
5924,0 2
21572,2
5795,0 2
3195,
6688,0 28
12515,0
25834,2
26259,27
14110,12
8527,2 27
22594,0 2 36
23946,1
16475,11 27
7901,1 28
7545,0 2 27
8858,16
15385,16 33
23439,0 2
21996,18
23617,2 4
429,12 15
24998,12 43
8047,16 44
20566,3
10786,21
24464,45
21077,12
20816,1 28
16174,3
26025,11 27 40
24899,19
5278,0 2 16
19393,0 30
20430,8
26890,16 44
26363,
19680,
9553,21
20983,2 30
25772,3
18173,1 14
23620,2 3
3959,2 4
11800,23 28
18441,19
26606,3
23427,1 12
21450,20
162,8
26407,27
8569,20
1904,29
14096,
26862,35
25882,19
22524,2 12
20370,27 40
511,3
20952,12 48
22842,2
20627,2
21841,
26705,27
25206,12 28
18930,27 28
21012,12 28
446,25
15798,0 4
20563,27
22790,0
11019,19 21
21979,28
26449,27 43
220,19
21836,2 12
9480,19
1272,2 30
14216,1
22370,2
22051,28
9356,3 28
20854,12 27 28
19472,12 28
3775,0 12 28
3434,1
20520,1
14510,18
655,12
7899,0
505,0 12 28
6437,23 28
25389,12
395,0
3779,10
24867,1 12
5043,0 12
25939,27
2995,28
9167,3
7677,16
12837,
20959,12
23339,0 3
17059,28 36
20997,19
18820,27
19952,0
27036,5
15063,14
12685,0 2
21605,27 28
20645,47
3583,0 40
3836,0 16
1722,0
5225,
12617,27 30
22880,0 2
20647,18
19514,12
25435,12
23763,1
14791,3 12
23819,0 35
24713,8 10
7320,
15081,27
5188,8 10
17107,2 4
20744,0 28
5598,16
3497,22 23
3117,2
979,8 30
22691,8 10 28
6353,
4504,26
5948,12
25361,
17676,12
25005,
2851,16 30
12037,30
19397,10
8942,2
15316,3 30 37
23773,21
29,
21156,12 28
21305,12 28
21804,27
23383,3
16244,3 4
20160,20
2960,27
22726,3
6635,11
1573,0
19390,2
9838,1 2
23094,14
24526,12
23664,0 2
16,
18458,19
25564,
19721,28 47
20559,0 2
23635,14
13612,
27007,19
23723,16
20025,11 14
604,19
26078,1 27
19916,8 12
10254,1 28
15556,
25286,8
8398,21
26967,0
9477,8
21320,12
19993,8
22238,19
20803,39
24963,12
26304,30
638,2 4 13
11073,0
25769,14
26626,
25738,21
23574,0
19965,15 40
15058,14 27
20577,16
21675,28
24553,12
14769,1 12
23579,28
4551,16 30
24360,12
18228,2 4
20235,16 33
20879,41 47
18785,30
704,21
25215,23
20363,0
10209,0 2
23648,2 3
5100,0
7797,2 4
26349,27
26591,0
23008,3
24769,8 10
360,1 27
184,2
13058,0
26082,27
23453,0
24268,2
22915,0 2 30 37
23025,1 2
19815,13
26087,11
19934,
21151,28
25909,2 27
25548,2 27
1832,0
22273,16 33
22620,0
6541,28
16273,2
13517,18 20
4179,
18620,18
20731,28
1633,27 30
17285,1 2 36
26852,3
14198,27
26302,27 40
4767,1 28 30
25366,12
3783,19
18899,43
11227,19
26610,3
26942,0 30
7869,12
19485,0
7619,16
7721,28
10366,0
648,19
18690,12
14592,27 30
19486,
24191,2
22806,2
7022,0 30
942,
20707,16 33
24976,12 27
19997,1 2
27020,11 27
25365,18
6614,2 3
2315,
23836,3
23238,3
22279,20
21920,19
19975,30
24469,39
16287,
25443,19
20423,7
20567,21
11702,31
23290,4
22325,3
22937,7
22182,41 42 47
19310,2 30
16987,2
26246,27
5631,0
20772,
22427,0 3
835,12 28
21120,23 28
24954,20
21706,28
11077,2
14255,16 33
26584,
26828,30
14981,1
23278,
21416,2
25515,12
4337,0
11145,19
190,3
7551,
23490,3
22478,2 3 15
615,2 3
1312,12 28
26587,20
7793,27
23657,0 1
6680,18
13377,1 2
9511,21
2340,0 4
20009,20
22407,3 8 10
22076,18
15331,3
22604,16
308,12
8012,2
12099,16
24636,12
11874,1
8689,35
26384,11
25698,
24315,0 35
26268,27
5350,
8150,12 28
22215,1
19207,0 12
14430,19
12023,19
13969,1 11
1164,28 36
23747,
24460,48
19015,2 11
22326,0
26214,0 27
1028,28
3143,14 27
7123,28
18012,2 4 30
3892,30
25255,12
26162,27
99,12
4677,19
14723,16
499,2 30
25076,19 20
6190,16
24374,10
23152,30
8911,19
19568,0 30
20828,19
23790,13
5067,0
21184,23 26
5016,21
748,0 12 36
26062,27
6087,0 2
11575,10 12
18655,12
20964,28 43
16315,27
21314,
24423,0
13226,1
13433,1
26886,19
13719,0 2 4
9272,1 3 37
25569,27
26553,26
25239,1 12 27
20852,27 28
16039,19
3491,0
11609,1
11647,35
20346,27 30
4909,18
18934,
26385,27
25709,0
26769,12 28 30
5545,0 16 38
25305,12
4113,21
23420,
15484,2
20910,12
19173,30
5031,12
21871,4 5
13786,0
25077,12
6494,16 30
15531,2 4
23056,0
23359,38
26274,27
22695,0
26880,
2656,39
12335,3
16434,18
6236,16
2783,28
1828,0 12 23
555,0
11464,
5517,2
10712,19
10001,35
3352,12
21489,3 11
19726,27 28
19150,0 2 16 30
26817,11
23621,14
25207,19
19029,12 28
1857,8 10
25463,19
8731,0 27
996,18
26788,
19479,2
1992,30
23748,
21907,28
16396,2 3
12684,27 30
1665,2
7831,0 2
5499,19
3409,23
13139,3
26175,27
7673,8 10
23493,
12991,16
13197,3 29
2920,12
24192,8
21629,19 21
26319,14 27
8061,18
171,2
1810,27
23330,19
8124,8
5472,0 12
8796,1
15532,0 12 16 33
1969,
24806,8 10
21231,
24412,20
21711,11 12
15963,2 27
23502,21
13194,12 27 30
8516,0 2
5776,1 8
3417,
10429,12
15283,0 12 36
20717,2 4 30
24695,5
20688,19
9628,19
26408,27
25477,10
3918,0
25872,40
26898,18
12609,1 8 10 28
14360,12
18969,21
23698,2 3
19676,16
22046,28
21487,16 30
5757,2
22672,2 4
22950,2 4
15635,39 47
21491,0
17009,12 28
25720,0 1 15
13470,2 4 5 36
25142,3 30
22253,2 3
4656,1
15873,12
22885,2
21272,28
15617,19
3523,37
24925,22 23 28
6327,8 10
530,11 15
20221,8
